Время,Монета,"Спред, %","Прибыль, USDT"
2025-04-06T21:24:18.052574,WAXP,3.02,30.23
2025-04-06T21:25:18.539389,CELR,8.02,80.22
2025-04-06T21:25:18.539389,FIO,3.64,36.39
2025-04-06T21:26:19.037817,CELR,8.1,81.02
2025-04-06T21:26:19.037817,FIO,3.75,37.55
2025-04-06T21:27:19.514445,CELR,7.89,78.9
2025-04-06T21:27:19.514445,FIO,3.59,35.92
2025-04-06T21:27:19.514445,NKN,3.01,30.11
2025-04-06T21:28:19.989340,CELR,8.08,80.82
2025-04-06T21:28:19.989340,FIO,3.72,37.25
2025-04-06T21:28:19.989340,NKN,3.05,30.53
2025-04-06T21:28:19.989340,WAXP,3.02,30.25
2025-04-06T21:29:20.491875,CELR,8.03,80.28
2025-04-06T21:29:20.491875,FIO,3.91,39.05
2025-04-06T21:29:20.491875,WAXP,3.11,31.14
2025-04-06T21:30:21.054222,CELR,8.04,80.39
2025-04-06T21:30:21.054222,FIO,3.46,34.62
2025-04-06T21:30:21.054222,WAXP,3.01,30.12
2025-04-06T21:31:21.541382,CELR,7.73,77.32
2025-04-06T21:31:21.541382,FIO,3.22,32.2
2025-04-06T21:32:22.135240,CELR,8.38,83.81
2025-04-06T21:32:22.135240,FIO,3.42,34.16
2025-04-06T21:32:22.135240,WAXP,3.11,31.12
